Name,Message Size (Bytes),Sleep Time (ms),Concurrent Users,M * C,M * S,S * C,M * S * C,M / C,M / S,C / M,C / S,S / M,S / C,M / S * C,S / M * C,C / M * S,1 / M * C * S,N * C,,# Samples,Error Count,Error %,Average (ms),Min (ms),Max (ms),90th Percentile (ms),95th Percentile (ms),99th Percentile (ms),Throughput,Received (KB/sec),Sent (KB/sec),API Manager GC Throughput (%),API Manager Footprint (M),API Manager Average of Footprint After Full GC (M),API Manager Standard Deviation of Footprint After Full GC (M),Netty Service GC Throughput (%),Netty Service Footprint (M),Netty Service Average of Footprint After Full GC (M),Netty Service Standard Deviation of Footprint After Full GC (M),JMeter Client GC Throughput (%),JMeter Client Footprint (M),JMeter Client Average of Footprint After Full GC (M),JMeter Client Standard Deviation of Footprint After Full GC (M),JMeter Server 01 GC Throughput (%),JMeter Server 01 Footprint (M),JMeter Server 01 Average of Footprint After Full GC (M),JMeter Server 01 Standard Deviation of Footprint After Full GC (M),JMeter Server 02 GC Throughput (%),JMeter Server 02 Footprint (M),JMeter Server 02 Average of Footprint After Full GC (M),JMeter Server 02 Standard Deviation of Footprint After Full GC (M),API Manager Load Average - Last 1 minute,API Manager Load Average - Last 5 minutes,API Manager Load Average - Last 15 minutes,Netty Service Load Average - Last 1 minute,Netty Service Load Average - Last 5 minutes,Netty Service Load Average - Last 15 minutes,JMeter Client Load Average - Last 1 minute,JMeter Client Load Average - Last 5 minutes,JMeter Client Load Average - Last 15 minutes,JMeter Server 01 Load Average - Last 1 minute,JMeter Server 01 Load Average - Last 5 minutes,JMeter Server 01 Load Average - Last 15 minutes,JMeter Server 02 Load Average - Last 1 minute,JMeter Server 02 Load Average - Last 5 minutes,JMeter Server 02 Load Average - Last 15 minutes
Echo API,10240,500,1000,10240000,5120000,500000,5120000000,10.24,20.48,0.09765625,2,0.048828125,0.5,20480,,,,1000,,1152030,0,0,519.54,501,1980,551,579,649,1922.47,19863.17,19688.38,97.18,4003,417.1,387.25,99.9,3933.5,,,99.43,2048,,,99.84,4096,21.85,14.78,99.83,4096,21.9,14.85,1.57,2.99,2.75,0,0.06,0.04,0.82,0.26,0.09,,,,,,
Echo API,10240,500,2000,20480000,5120000,1000000,10240000000,5.12,20.48,0.1953125,4,0.048828125,0.25,40960,,,,2000,,1788401,0,0,670.04,502,2659,911,955,1052,2979.67,30786.45,30515.43,95.17,3994.5,571.65,425.14,99.82,4025,,,99.57,2048,,,99.69,4096,33.65,31.47,99.69,4096,35.05,33.45,10.94,10.04,7.09,0.29,0.3,0.19,0.02,0.05,0.06,,,,,,
Echo API,10240,1000,100,1024000,10240000,100000,1024000000,102.4,10.24,0.009765625,0.1,0.09765625,10,1024,,,,100,,59834,0,0,1002.29,1001,1274,1003,1003,1004,99.6,1029.1,1020.05,99.61,3925.5,101.28,64.5,99.98,3925.5,,,96.91,2048,,,99.97,4096,11.5,144.25,99.97,4096,11.55,217.08,0.16,0.85,3.26,0,0.01,0.06,0,0.02,0.06,,,,,,
Echo API,10240,1000,300,3072000,10240000,300000,3072000000,34.1333333333,10.24,0.029296875,0.3,0.09765625,3.3333333333,3072,,,,300,,179441,0,0,1002.43,1001,1308,1003,1003,1006,298.78,3087.05,3059.91,99.43,3971.5,102.83,66.1,99.97,3925.5,,,98.95,2048,,,99.96,4096,12.95,2244.36,99.96,4096,12.95,2244.36,0.22,0.5,0.85,0.01,0.01,0,0,0,0,,,,,,
Echo API,10240,1000,1000,10240000,10240000,1000000,10240000000,10.24,10.24,0.09765625,1,0.09765625,1,10240,,,,1000,,595947,0,0,1005.94,1001,1223,1009,1014,1036.99,992.11,10250.59,10160.41,98.43,3925.5,98.76,65.23,99.92,3925.5,,,99.31,2048,,,99.87,4096,23.65,17.32,99.87,4096,23.6,17.25,2.14,1.64,1.27,0,0.03,0,0.05,0.04,0,,,,,,
Echo API,10240,1000,2000,20480000,10240000,2000000,20480000000,5.12,10.24,0.1953125,2,0.09765625,0.5,20480,,,,2000,,1163263,0,0,1028.76,1001,3225,1129,1186,1268.99,1940.8,20052.73,19876.17,96.88,3994.5,512.33,486.05,99.84,3939,,,99.43,2048,,,99.77,4096,33.45,31.18,99.75,4096,35.4,33.94,5.07,4.73,3.45,0.02,0.09,0.07,0.02,0.01,0,,,,,,
Echo API,102400,0,100,10240000,0,0,0,1024,11.0733333334,0.0009765625,3.6666666667,0,0,20563.3333333334,,,,100,,249613,0,0,240.06,6,13823,425,627,1082.97,415.41,41725.03,41641.29,98.87,4002,102.8,64.97,99.95,4036,,,99.04,2048,,,99.93,4096,10.75,941.87,99.94,4096,10.45,1377.44,5.22,5.04,4.25,0.07,0.06,0.05,0,0.02,0.04,,,,,,
Echo API,102400,0,200,20480000,0,0,0,512,11.0733333334,0.001953125,3.6666666667,0,0,20563.3333333334,,,,200,,248833,0,0,481.26,32,60115,797,1058,2204,414.49,41632.99,41549.13,98.81,3998.5,105.83,66.3,99.94,4034,,,98.93,2048,,,99.92,4096,11.7,434.16,99.92,4096,11.9,724.08,5.11,5.17,4.84,0.29,0.19,0.11,0,0,0,,,,,,
Echo API,102400,30,100,10240000,3072000,3000,307200000,1024,3413.3333333333,0.0009765625,3.3333333333,0.0002929688,0.3,341333.333333333,,,,100,,249652,0,0,240.08,39,7047,417,602.95,1006.98,415.53,41736.66,41653.48,98.87,4002,102.62,63.83,99.94,4036,,,98.91,2048,,,99.94,4096,10.4,1446.03,99.93,4096,10.8,869.03,4.92,4.84,4.06,0.04,0.08,0.08,0,0,0,,,,,,
Echo API,102400,30,300,30720000,3072000,9000,921600000,341.3333333333,3413.3333333333,0.0029296875,10,0.0002929688,0.1,1024000,,,,300,,248208,12,0,723.31,39,76275,1055,1517.95,7613.13,408.12,40990.44,40909.72,98.8,4006.5,98.22,84.27,99.94,4032.5,,,98.97,2048,,,99.91,4096,13.15,2534.27,99.91,4096,13.15,2534.27,5.06,5.17,4.92,0.05,0.1,0.09,0,0,0,,,,,,
Echo API,102400,500,200,20480000,51200000,100000,10240000000,512,204.8,0.001953125,0.4,0.0048828125,2.5,40960,,,,200,,234280,0,0,511.82,504,752,525,537,566,390.24,39189.74,39118.87,99.1,3999,104.86,66.16,99.95,4024,,,98.87,2048,,,99.93,4096,11.9,724.08,99.93,4096,11.75,506.29,1.07,2.17,2.2,0.01,0.04,0,0.05,0.01,0,,,,,,
Echo API,102400,500,300,30720000,51200000,150000,15360000000,341.3333333333,204.8,0.0029296875,0.6,0.0048828125,1.6666666667,61440,,,,300,,248723,0,0,722.79,505,7774,927,1152.95,1698.96,414.34,41616.38,41534.15,98.85,3996.5,101.53,66.34,99.93,4031,,,99.03,2048,,,99.91,4096,13.15,2534.27,99.91,4096,12.95,2244.36,5.07,4.98,3.96,0.13,0.09,0.02,0,0,0,,,,,,
Echo API,102400,1000,100,10240000,102400000,100000,10240000000,1024,102.4,0.0009765625,0.1,0.009765625,10,10240,,,,100,,59549,0,0,1006.8,1004,1209,1009,1011,1022,99.12,9954.25,9936.27,99.55,3949,102.46,83.19,99.96,3925.5,,,97.52,2048,,,99.97,4096,10.48,1333.6,99.97,4096,10.53,1267.14,0.38,0.55,1.27,0,0,0,0,0,0,,,,,,
Echo API,102400,1000,300,30720000,102400000,300000,30720000000,341.3333333333,102.4,0.0029296875,0.3,0.009765625,3.3333333333,30720,,,,300,,178409,0,0,1008.32,1004,1219,1012,1016,1029,296.94,29820.17,29766.02,99.25,4016.5,100.85,91.82,99.94,3980.5,,,98.45,2048,,,99.93,4096,13.05,2389.31,99.93,4096,13.05,2389.31,1.28,1.75,1.63,0.05,0.03,0,0,0,0,,,,,,
Mediation API,50,0,100,5000,0,0,0,0.5,11.0733333334,2,3.6666666667,0,0,20563.3333333334,,,,200,,2065479,0,0,28.95,1,1673,50,74,157,3442.51,1280.86,1005.19,94.72,4059,493.77,337.77,99.96,3925.5,,,99.58,2048,,,99.86,4096,10.52,1281.28,99.84,4096,12.55,1665.24,2.52,9.52,7.76,0.06,0.13,0.09,1,0.41,0.14,,,,,,
Mediation API,50,0,200,10000,0,0,0,0.25,11.0733333334,4,3.6666666667,0,0,20563.3333333334,,,,400,,2129511,0,0,56.19,1,3532,100,125,1343.38,3552.28,1321.7,1037.24,94.44,4055,533.26,346.86,99.96,3925.5,,,99.59,2048,,,99.85,4096,12.2,1158.24,99.84,4096,12.7,1882.32,16.56,16.25,12.73,0.29,0.15,0.11,0.03,0.05,0.06,,,,,,
Mediation API,50,0,300,15000,0,0,0,0.1666666667,11.0733333334,6,3.6666666667,0,0,20563.3333333334,,,,600,,2098844,0,0,85.58,1,4120,154,196,272,3500.48,1302.43,1022.11,94.68,4050,468.39,322.58,99.95,3925.5,,,99.59,2048,,,99.83,4096,15.8,6371.74,99.81,4096,16.5,7385.02,16.54,17.7,15.34,0.25,0.21,0.13,0.05,0.05,0.08,,,,,,
Mediation API,50,0,2000,100000,0,0,0,0.025,11.0733333334,40,3.6666666667,0,0,20563.3333333334,,,,4000,,2059943,0,0,581.5,3,9327,873,1043,1229,3435.18,1278.13,1003.05,91.89,3977.5,824.09,475.21,99.9,3925.5,,,99.6,2048,,,99.73,4096,37.25,36.56,99.72,4096,36.85,35.99,25.4,23.25,19.67,0.03,0.22,0.21,0.02,0.07,0.1,,,,,,
Mediation API,50,30,100,5000,1500,3000,150000,0.5,1.6666666667,2,3.3333333333,0.6,0.3,166.6666666667,,,,200,,1466041,0,0,40.84,31,1127,52,60,103,2443.3,909.08,713.43,96.55,4058,341.08,272.2,99.97,3925.5,,,99.49,2048,,,99.88,4096,12.05,941.16,99.88,4096,11.75,506.29,6.52,6.93,11.8,0.09,0.12,0.13,0.07,0.09,0.12,,,,,,
Mediation API,50,30,300,15000,1500,9000,450000,0.1666666667,1.6666666667,6,10,0.6,0.1,500,,,,600,,2028364,0,0,88.58,32,4167,136,167,1416,3381.98,1258.34,987.51,94.4,4052.5,559.19,366.88,99.96,3925.5,,,99.55,2048,,,99.81,4096,18.5,10.04,99.81,4096,17.9,9413.01,16.17,15.12,12.56,0.24,0.28,0.18,0.02,0.05,0.08,,,,,,
Mediation API,50,30,1000,50000,1500,30000,1500000,0.05,1.6666666667,20,33.3333333333,0.6,0.03,1666.6666666667,,,,2000,,2104021,0,0,284.83,32,2542,423,485,614,3507.93,1305.2,1024.29,93.18,4024.5,634.97,411.4,99.93,3925.5,,,99.54,2048,,,99.81,4096,21.75,14.64,99.78,4096,25.3,19.66,20.36,20.85,17.33,0.38,0.31,0.22,0,0.07,0.1,,,,,,
Mediation API,50,30,2000,100000,1500,60000,3000000,0.025,1.6666666667,40,66.6666666667,0.6,0.015,3333.3333333333,,,,4000,,2065028,0,0,579.81,44,3845,833,925,1348,3445.64,1282.02,1006.1,90.62,3953.5,782.35,448.11,99.89,3925.5,,,99.6,2048,,,99.71,4096,38.65,38.54,99.72,4096,36.55,35.57,10.95,19.37,18.92,0.17,0.24,0.25,0.59,0.18,0.13,,,,,,
Mediation API,50,500,200,10000,25000,100000,5000000,0.25,0.1,4,0.4,10,2.5,20,,,,400,,238463,0,0,502.58,501,910,503,505,516,397.6,147.94,116.1,99.14,3997,98.93,86.04,99.98,3925.5,,,99.11,2048,,,99.94,4096,15.45,5864.74,99.94,4096,14.75,4850.75,0.29,0.49,2.44,0,0.01,0,0.37,0.08,0.03,,,,,,
Mediation API,50,500,300,15000,25000,150000,7500000,0.1666666667,0.1,6,0.6,10,1.6666666667,30,,,,600,,357627,0,0,503.09,501,715,505,508,537,595.8,221.68,173.97,98.77,3963,99.04,84.84,99.96,3925.5,,,99.07,2048,,,99.95,4096,13.3,2751.35,99.95,4096,13.25,2678.52,0.48,0.83,1.59,0.04,0.03,0,0.06,0.04,0,,,,,,
Mediation API,50,500,1000,50000,25000,500000,25000000,0.05,0.1,20,2,10,0.5,100,,,,2000,,1123162,0,0,533.39,501,1810,562,580,620,1872.78,696.81,546.84,96.49,4039,451.48,378.69,99.93,3925.5,,,99.4,2048,,,99.87,4096,21.6,14.43,99.85,4096,24,17.82,7.64,6.19,4.1,0.13,0.08,0.02,0,0.02,0.01,,,,,,
Mediation API,1024,0,100,102400,0,0,0,10.24,11.0733333334,0.09765625,3.6666666667,0,0,20563.3333333334,,,,200,,1650358,0,0,36.25,1,1770,71,92,166,2751.21,3643.21,3425.58,95.4,4068,412.56,302.23,99.96,3925.5,,,99.48,2048,,,99.86,4096,13.5,3040.56,99.85,4096,14.25,4126.68,16.77,14.48,11.87,0.02,0.13,0.12,0.41,0.17,0.12,,,,,,
Mediation API,1024,0,200,204800,0,0,0,5.12,11.0733333334,0.1953125,3.6666666667,0,0,20563.3333333334,,,,400,,1652375,0,0,72.5,2,2492,131,163,300,2753.84,3646.69,3428.85,95.56,4063.5,379.72,274.31,99.96,3925.5,,,99.53,2048,,,99.84,4096,16.25,7022.99,99.83,4096,16.85,7892.02,18.79,17.49,14.59,0.16,0.17,0.12,0,0.03,0.07,,,,,,
Mediation API,1024,0,1000,1024000,0,0,0,1.024,11.0733333334,0.9765625,3.6666666667,0,0,20563.3333333334,,,,2000,,1671567,0,0,358.5,4,2490,561,632,784,2786.72,3690.22,3469.79,94.06,4031,535.29,371.32,99.93,3925.5,,,99.51,2048,,,99.83,4096,22.6,15.84,99.82,4096,22.65,15.91,8.82,20.61,19.93,0.01,0.09,0.09,0.76,0.25,0.14,,,,,,
Mediation API,1024,0,2000,2048000,0,0,0,0.512,11.0733333334,1.953125,3.6666666667,0,0,20563.3333333334,,,,4000,,1599793,0,0,747.74,16,3272,1102,1210,1459.99,2671.56,3537.73,3326.41,91.42,3970.5,726,417.94,99.89,3925.5,,,99.53,2048,,,99.76,4096,36.1,34.93,99.76,4096,37.35,36.7,29.55,26.61,22.74,0.07,0.12,0.09,0,0.03,0.07,,,,,,
